local_path,package,hash
python/correlation.qmd,pexpect,4.9.0
python/correlation.qmd,pillow,10.4.0
python/correlation.qmd,platformdirs,4.2.0
python/correlation.qmd,polars,1.4.1
python/correlation.qmd,prometheus_client,0.20.0
python/correlation.qmd,prompt-toolkit,3.0.43
python/correlation.qmd,psutil,5.9.8
python/correlation.qmd,ptyprocess,0.7.0
python/correlation.qmd,pure-eval,0.2.2
python/correlation.qmd,pyarrow,17.0.0
python/correlation.qmd,pycparser,2.22
python/correlation.qmd,pyparsing,3.1.2
python/correlation.qmd,python-dateutil,2.9.0.post0
python/correlation.qmd,python-json-logger,2.0.7
python/correlation.qmd,pytz,2024.1
python/correlation.qmd,pyzmq,25.1.2
python/correlation.qmd,qtconsole,5.5.1
python/correlation.qmd,referencing,0.34.0
python/correlation.qmd,requests,2.31.0
python/correlation.qmd,rfc3339-validator,0.1.4
python/correlation.qmd,rfc3986-validator,0.1.1
python/correlation.qmd,rpds-py,0.18.0
python/correlation.qmd,samplics,0.4.22
python/correlation.qmd,scikit-learn,1.5.1
python/correlation.qmd,scipy,1.14.0
python/correlation.qmd,setuptools,72.2.0
python/correlation.qmd,six,1.16.0
python/correlation.qmd,sniffio,1.3.1
python/correlation.qmd,soupsieve,2.5
python/correlation.qmd,stack-data,0.6.3
python/correlation.qmd,statsmodels,0.14.2
python/correlation.qmd,tabulate,0.9.0
python/correlation.qmd,terminado,0.18.1
python/correlation.qmd,threadpoolctl,3.5.0
python/correlation.qmd,tinycss2,1.2.1
python/correlation.qmd,tomli,2.0.1
python/correlation.qmd,tornado,6.4
python/correlation.qmd,traitlets,5.14.2
python/correlation.qmd,types-python-dateutil,2.9.0.20240316
python/correlation.qmd,typing_extensions,4.11.0
python/correlation.qmd,tzdata,2024.1
python/correlation.qmd,uri-template,1.3.0
python/correlation.qmd,urllib3,2.2.1
python/correlation.qmd,wcwidth,0.2.13
python/correlation.qmd,webcolors,1.13
python/correlation.qmd,webencodings,0.5.1
python/correlation.qmd,websocket-client,1.7.0
python/correlation.qmd,wheel,0.44.0
python/correlation.qmd,widgetsnbextension,4.0.10
python/correlation.qmd,zipp,3.18.1
python/kruskal_wallis.qmd,Babel,2.14.0
python/kruskal_wallis.qmd,Jinja2,3.1.3
python/kruskal_wallis.qmd,MarkupSafe,2.1.5
python/kruskal_wallis.qmd,PyYAML,6.0.1
python/kruskal_wallis.qmd,Pygments,2.17.2
python/kruskal_wallis.qmd,QtPy,2.4.1
python/kruskal_wallis.qmd,Send2Trash,1.8.3
python/kruskal_wallis.qmd,anyio,4.3.0
python/kruskal_wallis.qmd,appnope,0.1.4
python/kruskal_wallis.qmd,argon2-cffi,23.1.0
python/kruskal_wallis.qmd,argon2-cffi-bindings,21.2.0
python/kruskal_wallis.qmd,arrow,1.3.0
python/kruskal_wallis.qmd,asttokens,2.4.1
python/kruskal_wallis.qmd,async-lru,2.0.4
python/kruskal_wallis.qmd,attrs,23.2.0
python/kruskal_wallis.qmd,beautifulsoup4,4.12.3
python/kruskal_wallis.qmd,bleach,6.1.0
python/kruskal_wallis.qmd,certifi,2024.2.2
python/kruskal_wallis.qmd,cffi,1.16.0
python/kruskal_wallis.qmd,charset-normalizer,3.3.2
python/kruskal_wallis.qmd,colorama,0.4.6
python/kruskal_wallis.qmd,comm,0.2.2
python/kruskal_wallis.qmd,contourpy,1.2.1
python/kruskal_wallis.qmd,cycler,0.12.1
python/kruskal_wallis.qmd,debugpy,1.8.1
python/kruskal_wallis.qmd,decorator,5.1.1
python/kruskal_wallis.qmd,defusedxml,0.7.1
python/kruskal_wallis.qmd,exceptiongroup,1.2.0
python/kruskal_wallis.qmd,executing,2.0.1
python/kruskal_wallis.qmd,fastjsonschema,2.19.1
python/kruskal_wallis.qmd,fonttools,4.53.1
python/kruskal_wallis.qmd,fqdn,1.5.1
python/kruskal_wallis.qmd,h11,0.14.0
python/kruskal_wallis.qmd,httpcore,1.0.5
python/kruskal_wallis.qmd,httpx,0.27.0
python/kruskal_wallis.qmd,idna,3.6
python/kruskal_wallis.qmd,importlib_metadata,7.1.0
python/kruskal_wallis.qmd,ipykernel,6.29.4
python/kruskal_wallis.qmd,ipython,8.18.1
python/kruskal_wallis.qmd,ipywidgets,8.1.2
python/kruskal_wallis.qmd,isoduration,20.11.0
python/kruskal_wallis.qmd,jedi,0.19.1
python/kruskal_wallis.qmd,joblib,1.4.2
python/kruskal_wallis.qmd,json5,0.9.24
python/kruskal_wallis.qmd,jsonpointer,2.4
python/kruskal_wallis.qmd,jsonschema,4.21.1
python/kruskal_wallis.qmd,jsonschema-specifications,2023.12.1
python/kruskal_wallis.qmd,jupyter,1.0.0
python/kruskal_wallis.qmd,jupyter-console,6.6.3
python/kruskal_wallis.qmd,jupyter-events,0.10.0
python/kruskal_wallis.qmd,jupyter-lsp,2.2.5
python/kruskal_wallis.qmd,jupyter_client,8.6.1
python/kruskal_wallis.qmd,jupyter_core,5.7.2
python/kruskal_wallis.qmd,jupyter_server,2.13.0
python/kruskal_wallis.qmd,jupyter_server_terminals,0.5.3
python/kruskal_wallis.qmd,jupyterlab,4.1.6
python/kruskal_wallis.qmd,jupyterlab_pygments,0.3.0
python/kruskal_wallis.qmd,jupyterlab_server,2.26.0
python/kruskal_wallis.qmd,jupyterlab_widgets,3.0.10
python/kruskal_wallis.qmd,kiwisolver,1.4.5
python/kruskal_wallis.qmd,matplotlib,3.9.2
python/kruskal_wallis.qmd,matplotlib-inline,0.1.6
python/kruskal_wallis.qmd,mistune,3.0.2
python/kruskal_wallis.qmd,nbclient,0.10.0
python/kruskal_wallis.qmd,nbconvert,7.16.3
python/kruskal_wallis.qmd,nbformat,5.10.4
python/kruskal_wallis.qmd,nest-asyncio,1.6.0
python/kruskal_wallis.qmd,notebook,7.1.2
python/kruskal_wallis.qmd,notebook_shim,0.2.4
python/kruskal_wallis.qmd,numpy,2.0.1
python/kruskal_wallis.qmd,overrides,7.7.0
python/kruskal_wallis.qmd,packaging,24.0
python/kruskal_wallis.qmd,pandas,2.2.2
python/kruskal_wallis.qmd,pandocfilters,1.5.1
python/kruskal_wallis.qmd,parso,0.8.4
python/kruskal_wallis.qmd,patsy,0.5.6
python/kruskal_wallis.qmd,pexpect,4.9.0
python/kruskal_wallis.qmd,pillow,10.4.0
python/kruskal_wallis.qmd,platformdirs,4.2.0
python/kruskal_wallis.qmd,polars,1.4.1
python/kruskal_wallis.qmd,prometheus_client,0.20.0
python/kruskal_wallis.qmd,prompt-toolkit,3.0.43
python/kruskal_wallis.qmd,psutil,5.9.8
python/kruskal_wallis.qmd,ptyprocess,0.7.0
python/kruskal_wallis.qmd,pure-eval,0.2.2
python/kruskal_wallis.qmd,pyarrow,17.0.0
python/kruskal_wallis.qmd,pycparser,2.22
python/kruskal_wallis.qmd,pyparsing,3.1.2
python/kruskal_wallis.qmd,python-dateutil,2.9.0.post0
python/kruskal_wallis.qmd,python-json-logger,2.0.7
python/kruskal_wallis.qmd,pytz,2024.1
python/kruskal_wallis.qmd,pyzmq,25.1.2
python/kruskal_wallis.qmd,qtconsole,5.5.1
python/kruskal_wallis.qmd,referencing,0.34.0
python/kruskal_wallis.qmd,requests,2.31.0
python/kruskal_wallis.qmd,rfc3339-validator,0.1.4
python/kruskal_wallis.qmd,rfc3986-validator,0.1.1
python/kruskal_wallis.qmd,rpds-py,0.18.0
python/kruskal_wallis.qmd,samplics,0.4.22
python/kruskal_wallis.qmd,scikit-learn,1.5.1
python/kruskal_wallis.qmd,scipy,1.14.0
python/kruskal_wallis.qmd,setuptools,72.2.0
python/kruskal_wallis.qmd,six,1.16.0
python/kruskal_wallis.qmd,sniffio,1.3.1
python/kruskal_wallis.qmd,soupsieve,2.5
python/kruskal_wallis.qmd,stack-data,0.6.3
python/kruskal_wallis.qmd,statsmodels,0.14.2
python/kruskal_wallis.qmd,tabulate,0.9.0
python/kruskal_wallis.qmd,terminado,0.18.1
python/kruskal_wallis.qmd,threadpoolctl,3.5.0
python/kruskal_wallis.qmd,tinycss2,1.2.1
python/kruskal_wallis.qmd,tomli,2.0.1
python/kruskal_wallis.qmd,tornado,6.4
python/kruskal_wallis.qmd,traitlets,5.14.2
python/kruskal_wallis.qmd,types-python-dateutil,2.9.0.20240316
python/kruskal_wallis.qmd,typing_extensions,4.11.0
python/kruskal_wallis.qmd,tzdata,2024.1
python/kruskal_wallis.qmd,uri-template,1.3.0
python/kruskal_wallis.qmd,urllib3,2.2.1
python/kruskal_wallis.qmd,wcwidth,0.2.13
python/kruskal_wallis.qmd,webcolors,1.13
python/kruskal_wallis.qmd,webencodings,0.5.1
python/kruskal_wallis.qmd,websocket-client,1.7.0
python/kruskal_wallis.qmd,wheel,0.44.0
python/kruskal_wallis.qmd,widgetsnbextension,4.0.10
python/kruskal_wallis.qmd,zipp,3.18.1
python/linear_regression.qmd,Babel,2.14.0
python/linear_regression.qmd,Jinja2,3.1.3
python/linear_regression.qmd,MarkupSafe,2.1.5
python/linear_regression.qmd,PyYAML,6.0.1
python/linear_regression.qmd,Pygments,2.17.2
python/linear_regression.qmd,QtPy,2.4.1
python/linear_regression.qmd,Send2Trash,1.8.3
python/linear_regression.qmd,anyio,4.3.0
python/linear_regression.qmd,appnope,0.1.4
python/linear_regression.qmd,argon2-cffi,23.1.0
python/linear_regression.qmd,argon2-cffi-bindings,21.2.0
python/linear_regression.qmd,arrow,1.3.0
python/linear_regression.qmd,asttokens,2.4.1
python/linear_regression.qmd,async-lru,2.0.4
python/linear_regression.qmd,attrs,23.2.0
python/linear_regression.qmd,beautifulsoup4,4.12.3
python/linear_regression.qmd,bleach,6.1.0
python/linear_regression.qmd,certifi,2024.2.2
python/linear_regression.qmd,cffi,1.16.0
python/linear_regression.qmd,charset-normalizer,3.3.2
python/linear_regression.qmd,colorama,0.4.6
python/linear_regression.qmd,comm,0.2.2
python/linear_regression.qmd,contourpy,1.2.1
python/linear_regression.qmd,cycler,0.12.1
python/linear_regression.qmd,debugpy,1.8.1
python/linear_regression.qmd,decorator,5.1.1
python/linear_regression.qmd,defusedxml,0.7.1
python/linear_regression.qmd,exceptiongroup,1.2.0
python/linear_regression.qmd,executing,2.0.1
python/linear_regression.qmd,fastjsonschema,2.19.1
python/linear_regression.qmd,fonttools,4.53.1
python/linear_regression.qmd,fqdn,1.5.1
python/linear_regression.qmd,h11,0.14.0
python/linear_regression.qmd,httpcore,1.0.5
python/linear_regression.qmd,httpx,0.27.0
python/linear_regression.qmd,idna,3.6
python/linear_regression.qmd,importlib_metadata,7.1.0
python/linear_regression.qmd,ipykernel,6.29.4
python/linear_regression.qmd,ipython,8.18.1
python/linear_regression.qmd,ipywidgets,8.1.2
python/linear_regression.qmd,isoduration,20.11.0
python/linear_regression.qmd,jedi,0.19.1
python/linear_regression.qmd,joblib,1.4.2
python/linear_regression.qmd,json5,0.9.24
python/linear_regression.qmd,jsonpointer,2.4
python/linear_regression.qmd,jsonschema,4.21.1
python/linear_regression.qmd,jsonschema-specifications,2023.12.1
python/linear_regression.qmd,jupyter,1.0.0
python/linear_regression.qmd,jupyter-console,6.6.3
python/linear_regression.qmd,jupyter-events,0.10.0
python/linear_regression.qmd,jupyter-lsp,2.2.5
python/linear_regression.qmd,jupyter_client,8.6.1
python/linear_regression.qmd,jupyter_core,5.7.2
python/linear_regression.qmd,jupyter_server,2.13.0
python/linear_regression.qmd,jupyter_server_terminals,0.5.3
python/linear_regression.qmd,jupyterlab,4.1.6
python/linear_regression.qmd,jupyterlab_pygments,0.3.0
python/linear_regression.qmd,jupyterlab_server,2.26.0
python/linear_regression.qmd,jupyterlab_widgets,3.0.10
python/linear_regression.qmd,kiwisolver,1.4.5
python/linear_regression.qmd,matplotlib,3.9.2
python/linear_regression.qmd,matplotlib-inline,0.1.6
python/linear_regression.qmd,mistune,3.0.2
python/linear_regression.qmd,nbclient,0.10.0
python/linear_regression.qmd,nbconvert,7.16.3
python/linear_regression.qmd,nbformat,5.10.4
python/linear_regression.qmd,nest-asyncio,1.6.0
python/linear_regression.qmd,notebook,7.1.2
python/linear_regression.qmd,notebook_shim,0.2.4
python/linear_regression.qmd,numpy,2.0.1
python/linear_regression.qmd,overrides,7.7.0
python/linear_regression.qmd,packaging,24.0
python/linear_regression.qmd,pandas,2.2.2
python/linear_regression.qmd,pandocfilters,1.5.1
python/linear_regression.qmd,parso,0.8.4
python/linear_regression.qmd,patsy,0.5.6
python/linear_regression.qmd,pexpect,4.9.0
python/linear_regression.qmd,pillow,10.4.0
python/linear_regression.qmd,platformdirs,4.2.0
python/linear_regression.qmd,polars,1.4.1
python/linear_regression.qmd,prometheus_client,0.20.0
python/linear_regression.qmd,prompt-toolkit,3.0.43
python/linear_regression.qmd,psutil,5.9.8
python/linear_regression.qmd,ptyprocess,0.7.0
python/linear_regression.qmd,pure-eval,0.2.2
python/linear_regression.qmd,pyarrow,17.0.0
python/linear_regression.qmd,pycparser,2.22
python/linear_regression.qmd,pyparsing,3.1.2
python/linear_regression.qmd,python-dateutil,2.9.0.post0
python/linear_regression.qmd,python-json-logger,2.0.7
python/linear_regression.qmd,pytz,2024.1
python/linear_regression.qmd,pyzmq,25.1.2
python/linear_regression.qmd,qtconsole,5.5.1
python/linear_regression.qmd,referencing,0.34.0
python/linear_regression.qmd,requests,2.31.0
python/linear_regression.qmd,rfc3339-validator,0.1.4
python/linear_regression.qmd,rfc3986-validator,0.1.1
python/linear_regression.qmd,rpds-py,0.18.0
python/linear_regression.qmd,samplics,0.4.22
python/linear_regression.qmd,scikit-learn,1.5.1
python/linear_regression.qmd,scipy,1.14.0
python/linear_regression.qmd,setuptools,72.2.0
python/linear_regression.qmd,six,1.16.0
python/linear_regression.qmd,sniffio,1.3.1
python/linear_regression.qmd,soupsieve,2.5
python/linear_regression.qmd,stack-data,0.6.3
python/linear_regression.qmd,statsmodels,0.14.2
python/linear_regression.qmd,tabulate,0.9.0
python/linear_regression.qmd,terminado,0.18.1
python/linear_regression.qmd,threadpoolctl,3.5.0
python/linear_regression.qmd,tinycss2,1.2.1
python/linear_regression.qmd,tomli,2.0.1
python/linear_regression.qmd,tornado,6.4
python/linear_regression.qmd,traitlets,5.14.2
python/linear_regression.qmd,types-python-dateutil,2.9.0.20240316
python/linear_regression.qmd,typing_extensions,4.11.0
python/linear_regression.qmd,tzdata,2024.1
python/linear_regression.qmd,uri-template,1.3.0
python/linear_regression.qmd,urllib3,2.2.1
python/linear_regression.qmd,wcwidth,0.2.13
python/linear_regression.qmd,webcolors,1.13
python/linear_regression.qmd,webencodings,0.5.1
python/linear_regression.qmd,websocket-client,1.7.0
python/linear_regression.qmd,wheel,0.44.0
python/linear_regression.qmd,widgetsnbextension,4.0.10
python/linear_regression.qmd,zipp,3.18.1
python/logistic_regression.qmd,Babel,2.14.0
python/logistic_regression.qmd,Jinja2,3.1.3
python/logistic_regression.qmd,MarkupSafe,2.1.5
python/logistic_regression.qmd,PyYAML,6.0.1
python/logistic_regression.qmd,Pygments,2.17.2
python/logistic_regression.qmd,QtPy,2.4.1
python/logistic_regression.qmd,Send2Trash,1.8.3
python/logistic_regression.qmd,anyio,4.3.0
python/logistic_regression.qmd,appnope,0.1.4
python/logistic_regression.qmd,argon2-cffi,23.1.0
python/logistic_regression.qmd,argon2-cffi-bindings,21.2.0
python/logistic_regression.qmd,arrow,1.3.0
python/logistic_regression.qmd,asttokens,2.4.1
python/logistic_regression.qmd,async-lru,2.0.4
python/logistic_regression.qmd,attrs,23.2.0
python/logistic_regression.qmd,beautifulsoup4,4.12.3
python/logistic_regression.qmd,bleach,6.1.0
python/logistic_regression.qmd,certifi,2024.2.2
python/logistic_regression.qmd,cffi,1.16.0
python/logistic_regression.qmd,charset-normalizer,3.3.2
python/logistic_regression.qmd,colorama,0.4.6
python/logistic_regression.qmd,comm,0.2.2
python/logistic_regression.qmd,contourpy,1.2.1
python/logistic_regression.qmd,cycler,0.12.1
python/logistic_regression.qmd,debugpy,1.8.1
python/logistic_regression.qmd,decorator,5.1.1
python/logistic_regression.qmd,defusedxml,0.7.1
python/logistic_regression.qmd,exceptiongroup,1.2.0
python/logistic_regression.qmd,executing,2.0.1
python/logistic_regression.qmd,fastjsonschema,2.19.1
python/logistic_regression.qmd,fonttools,4.53.1
python/logistic_regression.qmd,fqdn,1.5.1
python/logistic_regression.qmd,h11,0.14.0
python/logistic_regression.qmd,httpcore,1.0.5
python/logistic_regression.qmd,httpx,0.27.0
python/logistic_regression.qmd,idna,3.6
python/logistic_regression.qmd,importlib_metadata,7.1.0
python/logistic_regression.qmd,ipykernel,6.29.4
python/logistic_regression.qmd,ipython,8.18.1
python/logistic_regression.qmd,ipywidgets,8.1.2
python/logistic_regression.qmd,isoduration,20.11.0
python/logistic_regression.qmd,jedi,0.19.1
python/logistic_regression.qmd,joblib,1.4.2
python/logistic_regression.qmd,json5,0.9.24
python/logistic_regression.qmd,jsonpointer,2.4
python/logistic_regression.qmd,jsonschema,4.21.1
python/logistic_regression.qmd,jsonschema-specifications,2023.12.1
python/logistic_regression.qmd,jupyter,1.0.0
python/logistic_regression.qmd,jupyter-console,6.6.3
python/logistic_regression.qmd,jupyter-events,0.10.0
python/logistic_regression.qmd,jupyter-lsp,2.2.5
python/logistic_regression.qmd,jupyter_client,8.6.1
python/logistic_regression.qmd,jupyter_core,5.7.2
python/logistic_regression.qmd,jupyter_server,2.13.0
python/logistic_regression.qmd,jupyter_server_terminals,0.5.3
python/logistic_regression.qmd,jupyterlab,4.1.6
python/logistic_regression.qmd,jupyterlab_pygments,0.3.0
python/logistic_regression.qmd,jupyterlab_server,2.26.0
python/logistic_regression.qmd,jupyterlab_widgets,3.0.10
python/logistic_regression.qmd,kiwisolver,1.4.5
python/logistic_regression.qmd,matplotlib,3.9.2
python/logistic_regression.qmd,matplotlib-inline,0.1.6
python/logistic_regression.qmd,mistune,3.0.2
python/logistic_regression.qmd,nbclient,0.10.0
python/logistic_regression.qmd,nbconvert,7.16.3
python/logistic_regression.qmd,nbformat,5.10.4
python/logistic_regression.qmd,nest-asyncio,1.6.0
python/logistic_regression.qmd,notebook,7.1.2
python/logistic_regression.qmd,notebook_shim,0.2.4
python/logistic_regression.qmd,numpy,2.0.1
python/logistic_regression.qmd,overrides,7.7.0
python/logistic_regression.qmd,packaging,24.0
python/logistic_regression.qmd,pandas,2.2.2
python/logistic_regression.qmd,pandocfilters,1.5.1
python/logistic_regression.qmd,parso,0.8.4
python/logistic_regression.qmd,patsy,0.5.6
python/logistic_regression.qmd,pexpect,4.9.0
python/logistic_regression.qmd,pillow,10.4.0
python/logistic_regression.qmd,platformdirs,4.2.0
python/logistic_regression.qmd,polars,1.4.1
python/logistic_regression.qmd,prometheus_client,0.20.0
python/logistic_regression.qmd,prompt-toolkit,3.0.43
python/logistic_regression.qmd,psutil,5.9.8
python/logistic_regression.qmd,ptyprocess,0.7.0
python/logistic_regression.qmd,pure-eval,0.2.2
python/logistic_regression.qmd,pyarrow,17.0.0
python/logistic_regression.qmd,pycparser,2.22
python/logistic_regression.qmd,pyparsing,3.1.2
python/logistic_regression.qmd,python-dateutil,2.9.0.post0
python/logistic_regression.qmd,python-json-logger,2.0.7
python/logistic_regression.qmd,pytz,2024.1
python/logistic_regression.qmd,pyzmq,25.1.2
python/logistic_regression.qmd,qtconsole,5.5.1
python/logistic_regression.qmd,referencing,0.34.0
python/logistic_regression.qmd,requests,2.31.0
python/logistic_regression.qmd,rfc3339-validator,0.1.4
python/logistic_regression.qmd,rfc3986-validator,0.1.1
python/logistic_regression.qmd,rpds-py,0.18.0
python/logistic_regression.qmd,samplics,0.4.22
python/logistic_regression.qmd,scikit-learn,1.5.1
python/logistic_regression.qmd,scipy,1.14.0
python/logistic_regression.qmd,setuptools,72.2.0
python/logistic_regression.qmd,six,1.16.0
python/logistic_regression.qmd,sniffio,1.3.1
python/logistic_regression.qmd,soupsieve,2.5
python/logistic_regression.qmd,stack-data,0.6.3
python/logistic_regression.qmd,statsmodels,0.14.2
python/logistic_regression.qmd,tabulate,0.9.0
python/logistic_regression.qmd,terminado,0.18.1
python/logistic_regression.qmd,threadpoolctl,3.5.0
python/logistic_regression.qmd,tinycss2,1.2.1
python/logistic_regression.qmd,tomli,2.0.1
python/logistic_regression.qmd,tornado,6.4
python/logistic_regression.qmd,traitlets,5.14.2
python/logistic_regression.qmd,types-python-dateutil,2.9.0.20240316
python/logistic_regression.qmd,typing_extensions,4.11.0
python/logistic_regression.qmd,tzdata,2024.1
python/logistic_regression.qmd,uri-template,1.3.0
python/logistic_regression.qmd,urllib3,2.2.1
python/logistic_regression.qmd,wcwidth,0.2.13
python/logistic_regression.qmd,webcolors,1.13
python/logistic_regression.qmd,webencodings,0.5.1
python/logistic_regression.qmd,websocket-client,1.7.0
python/logistic_regression.qmd,wheel,0.44.0
python/logistic_regression.qmd,widgetsnbextension,4.0.10
python/logistic_regression.qmd,zipp,3.18.1
python/one_sample_t_test.qmd,Babel,2.14.0
python/one_sample_t_test.qmd,Jinja2,3.1.3
python/one_sample_t_test.qmd,MarkupSafe,2.1.5
python/one_sample_t_test.qmd,PyYAML,6.0.1
python/one_sample_t_test.qmd,Pygments,2.17.2
python/one_sample_t_test.qmd,QtPy,2.4.1
python/one_sample_t_test.qmd,Send2Trash,1.8.3
python/one_sample_t_test.qmd,anyio,4.3.0
python/one_sample_t_test.qmd,appnope,0.1.4
python/one_sample_t_test.qmd,argon2-cffi,23.1.0
python/one_sample_t_test.qmd,argon2-cffi-bindings,21.2.0
python/one_sample_t_test.qmd,arrow,1.3.0
python/one_sample_t_test.qmd,asttokens,2.4.1
python/one_sample_t_test.qmd,async-lru,2.0.4
python/one_sample_t_test.qmd,attrs,23.2.0
python/one_sample_t_test.qmd,beautifulsoup4,4.12.3
python/one_sample_t_test.qmd,bleach,6.1.0
python/one_sample_t_test.qmd,certifi,2024.2.2
python/one_sample_t_test.qmd,cffi,1.16.0
python/one_sample_t_test.qmd,charset-normalizer,3.3.2
python/one_sample_t_test.qmd,colorama,0.4.6
python/one_sample_t_test.qmd,comm,0.2.2
python/one_sample_t_test.qmd,contourpy,1.2.1
python/one_sample_t_test.qmd,cycler,0.12.1
python/one_sample_t_test.qmd,debugpy,1.8.1
python/one_sample_t_test.qmd,decorator,5.1.1
python/one_sample_t_test.qmd,defusedxml,0.7.1
python/one_sample_t_test.qmd,exceptiongroup,1.2.0
python/one_sample_t_test.qmd,executing,2.0.1
python/one_sample_t_test.qmd,fastjsonschema,2.19.1
python/one_sample_t_test.qmd,fonttools,4.53.1
python/one_sample_t_test.qmd,fqdn,1.5.1
python/one_sample_t_test.qmd,h11,0.14.0
python/one_sample_t_test.qmd,httpcore,1.0.5
python/one_sample_t_test.qmd,httpx,0.27.0
python/one_sample_t_test.qmd,idna,3.6
python/one_sample_t_test.qmd,importlib_metadata,7.1.0
python/one_sample_t_test.qmd,ipykernel,6.29.4
python/one_sample_t_test.qmd,ipython,8.18.1
python/one_sample_t_test.qmd,ipywidgets,8.1.2
python/one_sample_t_test.qmd,isoduration,20.11.0
python/one_sample_t_test.qmd,jedi,0.19.1
python/one_sample_t_test.qmd,joblib,1.4.2
python/one_sample_t_test.qmd,json5,0.9.24
python/one_sample_t_test.qmd,jsonpointer,2.4
python/one_sample_t_test.qmd,jsonschema,4.21.1
python/one_sample_t_test.qmd,jsonschema-specifications,2023.12.1
python/one_sample_t_test.qmd,jupyter,1.0.0
python/one_sample_t_test.qmd,jupyter-console,6.6.3
python/one_sample_t_test.qmd,jupyter-events,0.10.0
python/one_sample_t_test.qmd,jupyter-lsp,2.2.5
python/one_sample_t_test.qmd,jupyter_client,8.6.1
python/one_sample_t_test.qmd,jupyter_core,5.7.2
python/one_sample_t_test.qmd,jupyter_server,2.13.0
python/one_sample_t_test.qmd,jupyter_server_terminals,0.5.3
python/one_sample_t_test.qmd,jupyterlab,4.1.6
python/one_sample_t_test.qmd,jupyterlab_pygments,0.3.0
python/one_sample_t_test.qmd,jupyterlab_server,2.26.0
python/one_sample_t_test.qmd,jupyterlab_widgets,3.0.10
python/one_sample_t_test.qmd,kiwisolver,1.4.5
python/one_sample_t_test.qmd,matplotlib,3.9.2
python/one_sample_t_test.qmd,matplotlib-inline,0.1.6
python/one_sample_t_test.qmd,mistune,3.0.2
python/one_sample_t_test.qmd,nbclient,0.10.0
python/one_sample_t_test.qmd,nbconvert,7.16.3
python/one_sample_t_test.qmd,nbformat,5.10.4
python/one_sample_t_test.qmd,nest-asyncio,1.6.0
python/one_sample_t_test.qmd,notebook,7.1.2
python/one_sample_t_test.qmd,notebook_shim,0.2.4
python/one_sample_t_test.qmd,numpy,2.0.1
python/one_sample_t_test.qmd,overrides,7.7.0
python/one_sample_t_test.qmd,packaging,24.0
python/one_sample_t_test.qmd,pandas,2.2.2
python/one_sample_t_test.qmd,pandocfilters,1.5.1
python/one_sample_t_test.qmd,parso,0.8.4
python/one_sample_t_test.qmd,patsy,0.5.6
python/one_sample_t_test.qmd,pexpect,4.9.0
python/one_sample_t_test.qmd,pillow,10.4.0
python/one_sample_t_test.qmd,platformdirs,4.2.0
python/one_sample_t_test.qmd,polars,1.4.1
python/one_sample_t_test.qmd,prometheus_client,0.20.0
python/one_sample_t_test.qmd,prompt-toolkit,3.0.43
python/one_sample_t_test.qmd,psutil,5.9.8
python/one_sample_t_test.qmd,ptyprocess,0.7.0
python/one_sample_t_test.qmd,pure-eval,0.2.2
python/one_sample_t_test.qmd,pyarrow,17.0.0
python/one_sample_t_test.qmd,pycparser,2.22
python/one_sample_t_test.qmd,pyparsing,3.1.2
python/one_sample_t_test.qmd,python-dateutil,2.9.0.post0
python/one_sample_t_test.qmd,python-json-logger,2.0.7
python/one_sample_t_test.qmd,pytz,2024.1
python/one_sample_t_test.qmd,pyzmq,25.1.2
python/one_sample_t_test.qmd,qtconsole,5.5.1
python/one_sample_t_test.qmd,referencing,0.34.0
python/one_sample_t_test.qmd,requests,2.31.0
python/one_sample_t_test.qmd,rfc3339-validator,0.1.4
python/one_sample_t_test.qmd,rfc3986-validator,0.1.1
python/one_sample_t_test.qmd,rpds-py,0.18.0
python/one_sample_t_test.qmd,samplics,0.4.22
python/one_sample_t_test.qmd,scikit-learn,1.5.1
python/one_sample_t_test.qmd,scipy,1.14.0
python/one_sample_t_test.qmd,setuptools,72.2.0
python/one_sample_t_test.qmd,six,1.16.0
python/one_sample_t_test.qmd,sniffio,1.3.1
python/one_sample_t_test.qmd,soupsieve,2.5
python/one_sample_t_test.qmd,stack-data,0.6.3
python/one_sample_t_test.qmd,statsmodels,0.14.2
python/one_sample_t_test.qmd,tabulate,0.9.0
python/one_sample_t_test.qmd,terminado,0.18.1
python/one_sample_t_test.qmd,threadpoolctl,3.5.0
python/one_sample_t_test.qmd,tinycss2,1.2.1
python/one_sample_t_test.qmd,tomli,2.0.1
python/one_sample_t_test.qmd,tornado,6.4
python/one_sample_t_test.qmd,traitlets,5.14.2
python/one_sample_t_test.qmd,types-python-dateutil,2.9.0.20240316
python/one_sample_t_test.qmd,typing_extensions,4.11.0
python/one_sample_t_test.qmd,tzdata,2024.1
python/one_sample_t_test.qmd,uri-template,1.3.0
python/one_sample_t_test.qmd,urllib3,2.2.1
python/one_sample_t_test.qmd,wcwidth,0.2.13
python/one_sample_t_test.qmd,webcolors,1.13
python/one_sample_t_test.qmd,webencodings,0.5.1
python/one_sample_t_test.qmd,websocket-client,1.7.0
python/one_sample_t_test.qmd,wheel,0.44.0
python/one_sample_t_test.qmd,widgetsnbextension,4.0.10
python/one_sample_t_test.qmd,zipp,3.18.1
python/paired_t_test.qmd,Babel,2.14.0
python/paired_t_test.qmd,Jinja2,3.1.3
python/paired_t_test.qmd,MarkupSafe,2.1.5
